# origin	format	category	title	description	source_url
layers	shot		Hero Section Iteration		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d59fdda7-d615-48a2-812c-5cfa5c7e8fa2--P6.png
layers	shot		Carepilot Redesign		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/445d9c74-5ce3-4ffc-a1d3-6dad91b9404d--P1.png
layers	shot		React Flow Nodes Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c170612e-5d1e-43de-af0a-f8c86557fd53--P3.png
layers	shot		AI Question Tool		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cf90d689-2e2e-46c6-9db8-696afd651fad--P2.png
layers	shot		Myrréa - Brand Identity	This Brand Identity design captures the elegance and intimacy of Myrréa, blending a timeless aesthetic with refined, sensual elements to reflect the allure of fine fragrance	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d099e782-bdab-48cf-80d5-d7c7cd918cb7--Branding.png
layers	shot		Aploo - Branding & Logo	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cc18019e-eecc-455f-ae65-af76a629099e--Preview-1-1.mp4
layers	shot		Dpivenda - Testimonials		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/efaade69-c09a-45d3-9391-d0f8544580f9--original-23cca3b477fd31a0ebb5ec0d844a3740.webp
layers	shot		About page	Live: framer.link/CbYHTaR	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0e4cfd69-e96a-42b7-b27c-48828abaf6cc--About-page.jpg
layers	shot		Dpivenda - Digital Products Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/420f0f80-887c-490c-8b8d-aa9b18a6c0ba--original-a4829eaaf62bad94c9e8fded10ad7ae8.webp
layers	shot		Day 90 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f4a5599d-541d-4443-8091-2944941f580c--2026-jul-5-daily-ui.jpg
layers	shot		Web3 Savings Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/18053bdc-fa89-455f-bfef-252deed919b4--Locktin_mock-5.png
layers	shot		Web3 Savings Landing Page Footer		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5d4adb5b-2f7e-472f-93fd-3c458c232ce2--Locktin_mock-4.png
layers	shot		Web3 Savings Landing Page Hero		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/7e93593c-cd5d-4614-b885-807c5e8a9526--Locktin_mock-3.png
layers	shot		Web3 Savings Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b50489b7-9037-417a-a06d-742f9efb86be--Locktin_mock-2.png
layers	shot		Web3 Savings Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3cf5bc30-e48c-4f95-bcc6-551d498485b7--Locktin_mock-1.png
layers	shot		Web3 Savings Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/18053bdc-fa89-455f-bfef-252deed919b4--Locktin_mock-5.png
layers	shot		Web3 Savings Landing Page Footer		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5d4adb5b-2f7e-472f-93fd-3c458c232ce2--Locktin_mock-4.png
layers	shot		Web3 Savings Landing Page Hero		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/7e93593c-cd5d-4614-b885-807c5e8a9526--Locktin_mock-3.png
layers	shot		Web3 Savings Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b50489b7-9037-417a-a06d-742f9efb86be--Locktin_mock-2.png
layers	shot		Web3 Savings Dashboard		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3cf5bc30-e48c-4f95-bcc6-551d498485b7--Locktin_mock-1.png
layers	shot		Siurana — Parking Reservation System	UX/UI redesign for an efficient parking reservation system, focusing on clarity, ease of use, and optimized user journeys. • Role: UX/UI Designer • Tools: Figma • Quick context: Overhauled the user experience of a reservation platform, solving complex layout issues and streamlining the booking funnel to increase conversion. 🔗 View full case study on my portfolio: oscar-lux.framer.website	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/353592b0-7c28-4799-a946-91a169eabc40--Parking-App-M-vil-RE.png
layers	shot		TravelFlow — Digital Hotel Check-in App	A premium digital check-in solution for the luxury hospitality industry, designed to seamlessly bridge business needs and high-end user flows. • Role: Product & UX/UI Designer • Tools: Figma • Context: Designed an intuitive mobile application that transforms the traditional hotel check-in into a frictionless digital experience. 🔗 View the full live case study: oscar-lux.framer.website	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f185b7a3-8ced-4907-b1e6-c24e76a4450d--TravelFlow.png
layers	shot		Glowy — Master's Application for Emerging Artists	An end-to-end digital platform designed to empower and showcase the work of emerging artists. • Role: Product & Interaction Designer • Tools: Figma • Context: Developed a tailored application process and portfolio showcase for artists, combining clean layouts with engaging interactive elements. 🔗 View the full case study on my portfolio: oscar-lux.framer.website	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/af493a9e-9341-4b20-8284-e658256fd701--Glowy-Edited.png
layers	shot		Sidebar Designs	Created by louisnguyen.co	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d347d001-46d2-4dce-8644-170d56030bd3--Revisions-Dribbble-52.png
layers	shot		A11 Shader Experiment	Some fun with vectors and shaders in Figma	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/35f15b6e-9212-4ac9-ae42-ac56582e8279--A11-v1.mov
layers	shot		JOVO Card - Payment Details		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f711736a-b77d-4df6-9351-553b27fbb597--df1c046d10061dbe9bf9c38c9b09f2e0.webp
layers	shot		Upgrade Your UI with Shadcn Badges	Looking for polished badge components? This collection offers 9 reusable variants that fit perfectly into modern dashboards, SaaS products, and admin panels. 🔗 https://shadcnspace.com/components/badge	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5e2ac72e-ffb0-46d1-92bc-6e0fc61a9199--shadcn-badge.mp4
layers	shot		Day 89 of Daily UI!		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/dfc5bd3d-56f8-40c4-8396-1e904af53110--daily-ui-2026-jul-4.jpg
layers	shot		📊 Financial Intelligence Landing Page FinTech Website UI/UX		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c8e0c6dd-466f-4cb4-a665-265a97dc1a0c--5.png
layers	shot		📊 Financial Intelligence Landing Page FinTech Website UI/UX		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/89a6de72-4ee6-4ad0-a930-d2f09a650292--6.png
layers	shot		📦 Smart Order Management — E-Commerce SaaS Website Design & Development in Framer | Landing Page | Creative	📦 Smart Order Management — E-Commerce SaaS Website Design & Development in Framer | Landing Page | Creative Book a call for work like this on - https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f8ef368d-c1f8-4540-ad9d-7721a656393b--5.png
layers	shot		📦 Smart Order Management — E-Commerce SaaS Website Design & Development in Framer | Landing Page | Creative	📦 Smart Order Management — E-Commerce SaaS Website Design & Development in Framer | Landing Page | Creative Book a call for work like this on - https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/41406338-7698-4ffa-92d9-a432af0bf6de--6.png
layers	shot		🌐 Digital Asset Management Platform — FinTech Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9eda4636-6105-4d2f-a748-e802d66569aa--5.png
layers	shot		🌐 Digital Asset Management Platform — FinTech Landing Page		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/fcd548ee-b4de-4a55-83e4-6c8fb0a6c16b--6.png
layers	shot		💎 SaaS Pricing Tier Layout — Dark Mode UI Concept		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/535564f0-a3ca-4b49-b919-c10a17666039--5.png
layers	shot		💎 SaaS Pricing Tier Layout — Dark Mode UI Concept		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/3cc8b8ab-d7a4-4669-877b-fbe9dd188487--6.png
layers	shot		🎨 Manage teams, not tools. — Creative Operations SaaS	🎨 Manage teams, not tools. — Creative Operations SaaS Book a Call for having work like this, Visit now https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c44f4ee5-541d-4b97-9d20-ee3673d2b00d--5.png
layers	shot		🎨 Manage teams, not tools. — Creative Operations SaaS	🎨 Manage teams, not tools. — Creative Operations SaaS Book a Call for having work like this, Visit now https://airzon.agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cd3b322d-5289-4052-92cb-7f69a316edd6--6.png
layers	shot		🔒 Elite Security — Crypto & Web3 Wallet Hero Design | UIUX	🔒 Elite Security — Crypto & Web3 Wallet Hero Design | UIUX Work with us on Contra https://contra.com/airzon_agency/ #web3design #cryptowallet #saasdesign #uidesign #webdesign #framer #figma #fintech #securitydesign #uiux	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/cf864367-9883-4f24-8599-d6157f2e12f1--5.png
layers	shot		🔒 Elite Security — Crypto & Web3 Wallet Hero Design | UIUX	🔒 Elite Security — Crypto & Web3 Wallet Hero Design | UIUX Work with us on Contra https://contra.com/airzon_agency/ #web3design #cryptowallet #saasdesign #uidesign #webdesign #framer #figma #fintech #securitydesign #uiux	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/739e8533-6e0f-4af7-91fa-83b77b217edc--6.png
layers	shot		🌱 Frictionless Onboarding — GreenTech & Dev SaaS Sign-Up		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4181ea17-053d-45bd-899e-21f877c063dc--5.png
layers	shot		🌱 Frictionless Onboarding — GreenTech & Dev SaaS Sign-Up		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/10550739-9b5c-497c-9d66-788873ab4f89--6.png
layers	shot		PIQY - website		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9ae75a25-2f4e-474d-b311-a7fe770d8051--PIQY.mp4
layers	shot		Design exploration for PIQY		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/87c147cb-fa4b-47d5-8cd6-4df3f0a5d73f--38.png
layers	shot		Design exploration for PIQY		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/5cbd7d73-9d58-4162-83e5-34acef3f6f12--99.png
layers	shot		Design exploration for PIQY		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/f142807d-2fbb-49b9-93a0-03283822947f--Desktop-48.png
layers	shot		Design exploration for PIQY		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b502fce0-6eb5-4e28-8509-012e68719789--7.png
layers	shot		Design exploration for PIQY		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8c1b24f9-7b69-4c04-92a9-dca3c32ac526--8.png
layers	shot		Design exploration for PIQY		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/7e506282-baab-4089-9f72-bf36c26cea59--Desktop-52.png
layers	shot		PlayStation Direct Game Download Animation		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/c4e08b7d-c29f-4b82-bd1d-12e6961f625c--original-ef0153cde31086bf946f578c02c0220e.mp4
layers	shot		Off Breed Visual Identity		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8f5759cc-d1fc-4e98-99b1-f14bd0d96ba5--Off-Breed-UI-UX-Landing-Page-App-Brand-Identity-Visual-Design-Motion.webm
layers	shot		No results	Empty states are an easy place to stop at "no results", but they're also an opportunity to help users move forward and create a new project. Here's a clean project search experience that keeps the interface lightweight while offering clear next steps. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/d39926cc-eb05-41d7-8db5-37cdc4f4610a--modals-142a.jpg
layers	shot		Download Progress		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/8e883ee9-6520-4897-af4a-0d85ca3f9905--original-589c5baae706269fa027384267fc70b0.webp
layers	shot		Agentic AI Customer Support Landing Page Design		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/004c7ba7-dbf4-4bce-b6f7-18b999319381--Desktop-5.png
layers	shot		Modern Input Components for Shadcn UI	Built for modern React and Next.js applications, these input components help developers create better forms, authentication flows, search experiences, and user interactions.	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/78883ade-738b-4037-87e7-06d924994961--shadcn-input-component.mp4
layers	shot		Millwork Drafting Services | Millwork Shop Drawings	Get accurate and professional millwork drafting services for cabinets, casework, and architectural woodwork projects. Our expert team delivers detailed millwork shop drawings that support smooth fabrication, installation, and project coordination. We specialize in custom woodwork drafting solutions tailored to architects, contractors, and millwork manufacturers.  Visit: https://millworkdrafting.com/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/15d7f70c-a1aa-4f4e-93a8-822fd63080da--Millwork-Drafting-Logo.png
layers	shot		30263		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/047f20cd-d122-46a4-ae88-cf96001ce0bb--30263.jpg
layers	shot		30263		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/047f20cd-d122-46a4-ae88-cf96001ce0bb--30263.jpg
layers	shot		Share modal	Super simple and functional modal to share a file and manage access permissions. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b58f2903-c6a2-4d63-a975-6871a6364a49--modals-133b.jpg
layers	shot		Share modal	Super simple and functional modal to share a file and manage access permissions. ❖ Made with untitledui.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/b58f2903-c6a2-4d63-a975-6871a6364a49--modals-133b.jpg
layers	shot		Terrax – Intelligent Engine for Trade Operations 3D Animation	Hello Dribbble! 👋 Terrax operates as the central nervous system for commercial and residential trades. It is an AI native operational engine built to transform everyday service calls into maximized revenue and seamless customer experiences. By integrating autonomous dispatching with predictive financial tracking the platform eliminates the inefficiencies of traditional contracting. It effectively turns a fragmented mobile workforce into a synchronized and highly profitable machine.Through its cognitive field architecture the platform empowers service businesses to scale operations instantly and capture every revenue opportunity with surgical precision. Terrax represents the evolution from static management tools to an active intelligence layer. It bridges the gap between the dispatch board and the bottom line ensuring every truck roll is data driven and built for absolute operational dominance. Design crafted by Kynan. Feel free to reach out! Let's connect and chat about how our service can help you. Contact us at hi@dipainhouse.com | https://www.dipainhouse.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/9dd0140a-fb25-4bcd-bea1-59ab6cb0cd8a--May_-_AI_Native_field_Terrax_-_Kynan.mp4
layers	shot		Veylow - Branding & Logo	Are you looking to refresh your design? Let’s catch up! Email at hello@uxerflow.com www.uxerflow.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/0ed19a65-1fe2-4e08-8f23-c26efea914aa--Veylow-Preview-2.mp4
layers	shot		Clothing & Fashion - Uxercon Icon Library	More perfectly icons? Check our website. www.uxercon.com	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/bc4a0d6f-75e6-4deb-8865-48915a6f9d08--Clothing-Fashion-Uxercon-Preview-Dribbble.jpg
layers	shot		Scaleforge - AI Marketing Platform		https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/61050e69-705f-4c1f-8ee1-1a91e1913e04--Frame.jpg
layers	shot		🤖 One Assistant That Runs Your Work for You — AI Productivity	🤖 One Assistant That Runs Your Work for You — AI Productivity Do you want a Creative Dashboard Designs? Visit our website and book a call 🚀 https://airzon.agency/ OR HIRE US on CONTRA 🔗 https://contra.com/airzon_agency/services	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/4763e9d7-6c19-465d-b600-36ea199c5a08--5.png
layers	shot		🤖 One Assistant That Runs Your Work for You — AI Productivity	🤖 One Assistant That Runs Your Work for You — AI Productivity Do you want a Creative Dashboard Designs? Visit our website and book a call 🚀 https://airzon.agency/ OR HIRE US on CONTRA 🔗 https://contra.com/airzon_agency/services	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/62f55fc8-3cd5-4499-9808-00feba242273--6.png
layers	shot		🧠 Powerful Predictive Tech — AI Analytics & Mobile SaaS Hero	🧠 Powerful Predictive Tech — AI Analytics & Mobile SaaS Hero Looking for Framer Developer? Hire us on Contra https://contra.com/airzon_agency/	https://layers-uploads-prod.s3.eu-west-2.amazonaws.com/a67839b2-7ff3-4319-95a1-284778d36681--5.png
